transID,cumid,time,amount,type_label,type
40449,30124,22JUN10:20:56:42,0,赠送,Presented
43018,30124,06JUL10:14:36:26,0,赠送,Presented
46645,30124,27JUL10:11:05:22,0,赠送,Presented
48570,30124,08AUG10:11:19:06,314,正常,Normal
50318,30124,21AUG10:17:41:45,0,赠送,Presented
13312,30124,11JUL09:16:37:18,18,正常,Normal
14229,30124,17JUL09:19:56:23,0,赠送,Presented
35779,30124,31MAY10:11:53:55,90,正常,Normal
37463,30124,08JUN10:16:11:53,0,赠送,Presented
31177,30125,22APR10:20:25:26,0,赠送,Presented
4019,30125,15MAY09:18:51:05,60,正常,Normal
15890,30125,27JUL09:16:24:12,299,正常,Normal
19014,30125,16AUG09:14:56:03,242,特价,Special_offer
24698,30125,11OCT09:21:44:56,100,特价,Special_offer
30363,30125,30MAR10:21:15:38,299,正常,Normal
30784,30125,10APR10:20:36:29,0,赠送,Presented
44429,30125,13JUL10:12:58:35,269,正常,Normal
49314,30125,14AUG10:13:45:35,0,赠送,Presented
41686,30125,29JUN10:14:07:01,0,赠送,Presented
47575,30125,01AUG10:21:42:04,399,正常,Normal
47841,30125,02AUG10:22:34:16,249,正常,Normal
6067,30125,24MAY09:09:16:36,15,正常,Normal
6256,30125,24MAY09:19:11:07,319,正常,Normal
8147,30125,06JUN09:21:27:13,3,正常,Normal
13048,30125,10JUL09:10:31:13,0,赠送,Presented
21865,30125,11SEP09:12:25:45,239,正常,Normal
26877,30125,25DEC09:14:06:06,140,正常,Normal
33110,30125,14MAY10:17:34:37,299,正常,Normal
38634,30125,15JUN10:16:41:44,0,赠送,Presented
44060,30125,11JUL10:19:52:24,349,正常,Normal
18375,30125,13AUG09:15:24:16,239,正常,Normal
21354,30125,06SEP09:10:24:01,199,正常,Normal
31839,30125,03MAY10:15:42:15,359,正常,Normal
39540,30125,18JUN10:19:45:45,0,赠送,Presented
36661,30126,04JUN10:21:08:14,-132,退货,returned_goods
7925,30126,05JUN09:19:07:25,249,正常,Normal
27696,30126,11JAN10:19:01:14,239,正常,Normal
28254,30126,24JAN10:13:15:05,100,正常,Normal
30689,30126,09APR10:14:22:37,329,正常,Normal
37799,30126,10JUN10:19:23:10,399,正常,Normal
46805,30126,27JUL10:21:06:38,60,正常,Normal
50792,30126,26AUG10:16:42:18,399,正常,Normal
52770,30126,17SEP10:14:18:22,0,赠送,Presented
38307,30126,13JUN10:20:52:58,399,正常,Normal
11083,30126,26JUN09:21:32:07,0,赠送,Presented
12238,30126,04JUL09:14:36:08,0,赠送,Presented
23552,30126,30SEP09:15:28:34,399,正常,Normal
24406,30126,09OCT09:18:50:22,1107,正常,Normal
26884,30126,25DEC09:16:42:15,140,正常,Normal
31452,30126,29APR10:14:32:48,249,正常,Normal
43622,30126,09JUL10:19:07:10,0,赠送,Presented
52594,30126,14SEP10:21:29:51,35,正常,Normal
53244,30126,22SEP10:17:53:12,0,赠送,Presented
20448,30126,26AUG09:21:28:20,14,特价,Special_offer
3700,30127,15MAY09:16:16:22,3,正常,Normal
8951,30127,12JUN09:13:34:26,15,正常,Normal
13745,30127,14JUL09:12:40:54,249,正常,Normal
22923,30127,22SEP09:14:05:35,2,正常,Normal
29133,30127,17FEB10:20:57:42,219,正常,Normal
29842,30127,12MAR10:19:02:49,0,赠送,Presented
45183,30127,18JUL10:18:04:43,223,正常,Normal
45528,30127,19JUL10:20:45:22,28,正常,Normal
46015,30127,23JUL10:11:15:56,0,赠送,Presented
51987,30127,09SEP10:10:51:44,0,赠送,Presented
17868,30127,09AUG09:12:46:11,30,正常,Normal
26167,30127,18NOV09:21:41:20,242,正常,Normal
49301,30127,14AUG10:13:08:54,179,正常,Normal
52029,30127,09SEP10:16:20:27,200,正常,Normal
53424,30127,23SEP10:20:42:20,0,赠送,Presented
22673,30127,19SEP09:15:20:57,269,正常,Normal
22946,30127,22SEP09:19:35:43,0,赠送,Presented
33472,30127,17MAY10:12:57:40,404,正常,Normal
35405,30127,28MAY10:21:29:36,224,正常,Normal
3324,30128,14MAY09:20:42:11,399,正常,Normal
3673,30128,15MAY09:15:34:33,199,正常,Normal
10566,30128,22JUN09:16:26:49,0,赠送,Presented
14327,30128,18JUL09:13:15:28,239,正常,Normal
16963,30128,03AUG09:10:29:57,249,正常,Normal
23848,30128,02OCT09:17:48:15,296,正常,Normal
42911,30128,05JUL10:20:46:31,0,赠送,Presented
43883,30128,10JUL10:20:51:25,0,赠送,Presented
51604,30128,04SEP10:19:52:54,221,正常,Normal
4971,30128,19MAY09:13:22:54,249,正常,Normal
12461,30128,05JUL09:16:36:27,249,正常,Normal
15711,30128,26JUL09:16:32:51,0,赠送,Presented
38888,30128,16JUN10:16:18:18,239,正常,Normal
44084,30128,11JUL10:20:03:01,349,正常,Normal
50936,30128,28AUG10:14:29:22,281,正常,Normal
51728,30128,06SEP10:18:35:31,149,正常,Normal
52005,30128,09SEP10:12:43:22,0,赠送,Presented
52479,30128,13SEP10:19:43:39,0,赠送,Presented
36408,30128,02JUN10:21:15:02,399,正常,Normal
24413,30129,09OCT09:21:22:46,51,特价,Special_offer
3584,30129,15MAY09:14:08:59,3,正常,Normal
5723,30129,21MAY09:17:27:06,0,赠送,Presented
13123,30129,10JUL09:18:34:59,18,正常,Normal
19688,30129,20AUG09:22:02:25,16,特价,Special_offer
26998,30129,30DEC09:11:23:06,170,正常,Normal
27218,30129,02JAN10:17:27:34,20,正常,Normal
28926,30129,12FEB10:15:09:56,295,正常,Normal
29286,30129,21FEB10:19:01:35,229,正常,Normal
30690,30129,09APR10:14:22:37,0,赠送,Presented
33261,30129,15MAY10:20:05:42,269,正常,Normal
34118,30129,21MAY10:19:13:14,0,赠送,Presented
36638,30129,04JUN10:20:03:06,349,正常,Normal
44264,30129,12JUL10:14:58:08,279,正常,Normal
13426,30129,12JUL09:11:38:01,20,正常,Normal
20733,30129,29AUG09:19:45:20,137,特价,Special_offer
22781,30129,20SEP09:13:00:26,36,正常,Normal
25538,30129,25OCT09:19:22:08,100,正常,Normal
26197,30129,20NOV09:19:29:11,-242,退货,returned_goods
26423,30129,03DEC09:10:23:57,251,正常,Normal
38622,30129,15JUN10:16:28:14,0,赠送,Presented
38719,30129,15JUN10:20:09:32,0,赠送,Presented
52393,30129,12SEP10:18:30:34,150,正常,Normal
52572,30129,14SEP10:19:55:58,269,正常,Normal
27606,30129,09JAN10:20:21:01,155,正常,Normal
34388,30129,22MAY10:20:28:22,0,赠送,Presented
41966,30129,30JUN10:21:35:57,0,赠送,Presented
25046,30130,13OCT09:20:49:03,42,正常,Normal
14809,30130,20JUL09:22:30:02,1,正常,Normal
20609,30130,28AUG09:20:29:28,44,特价,Special_offer
24525,30130,10OCT09:20:00:18,1,正常,Normal
30461,30130,02APR10:17:53:23,-349,退货,returned_goods
31097,30130,19APR10:18:46:14,827,正常,Normal
40762,30130,25JUN10:14:32:08,20,正常,Normal
42347,30130,03JUL10:16:55:33,0,赠送,Presented
52679,30130,16SEP10:10:02:16,0,赠送,Presented
52767,30130,17SEP10:12:47:43,0,赠送,Presented
53206,30130,22SEP10:15:27:21,0,赠送,Presented
53513,30130,24SEP10:19:15:07,0,赠送,Presented
5032,30130,19MAY09:13:51:13,229,正常,Normal
13047,30130,10JUL09:10:31:13,30,正常,Normal
17043,30130,03AUG09:19:09:45,199,正常,Normal
17113,30130,04AUG09:11:23:44,369,正常,Normal
22453,30130,16SEP09:15:43:26,224,正常,Normal
26135,30130,15NOV09:18:55:54,-5,退货,returned_goods
37746,30130,10JUN10:12:34:07,0,赠送,Presented
43575,30130,09JUL10:18:31:04,0,赠送,Presented
51742,30130,06SEP10:18:50:31,0,赠送,Presented
15573,30130,25JUL09:22:02:30,239,正常,Normal
32943,30130,13MAY10:16:51:24,0,赠送,Presented
4020,30131,15MAY09:18:51:05,249,正常,Normal
22700,30131,19SEP09:17:30:54,332,正常,Normal
26147,30131,16NOV09:21:36:42,369,正常,Normal
31047,30131,18APR10:15:06:45,0,赠送,Presented
45177,30131,18JUL10:17:43:18,20,正常,Normal
50745,30131,25AUG10:20:34:15,399,正常,Normal
43881,30131,10JUL10:20:51:25,299,正常,Normal
4776,30131,18MAY09:16:49:11,30,正常,Normal
6937,30131,29MAY09:09:13:27,0,赠送,Presented
10501,30131,22JUN09:09:30:59,399,正常,Normal
13193,30131,11JUL09:08:55:07,56,正常,Normal
25355,30131,22OCT09:11:29:05,395,正常,Normal
27377,30131,04JAN10:19:09:46,130,正常,Normal
30017,30131,19MAR10:18:07:53,-299,退货,returned_goods
35159,30131,26MAY10:16:58:56,0,赠送,Presented
37105,30131,06JUN10:20:57:08,449,正常,Normal
44438,30131,13JUL10:13:58:10,0,赠送,Presented
20626,30131,28AUG09:21:28:05,224,特价,Special_offer
24587,30131,11OCT09:16:55:28,90,正常,Normal
25314,30131,20OCT09:20:11:30,110,正常,Normal
26224,30131,21NOV09:17:04:24,0,赠送,Presented
39418,30131,18JUN10:16:28:40,0,赠送,Presented
23464,30132,28SEP09:21:37:42,81,正常,Normal
10603,30132,22JUN09:19:21:40,75,正常,Normal
28884,30132,11FEB10:13:35:18,0,赠送,Presented
30135,30132,25MAR10:14:20:38,0,赠送,Presented
30984,30132,16APR10:18:28:10,399,正常,Normal
33383,30132,16MAY10:18:49:42,269,正常,Normal
49966,30132,17AUG10:21:04:13,0,赠送,Presented
53357,30132,23SEP10:14:25:09,0,赠送,Presented
36789,30132,05JUN10:16:38:54,0,赠送,Presented
43929,30132,11JUL10:10:12:47,449,正常,Normal
4700,30132,18MAY09:15:19:45,224,正常,Normal
4926,30132,19MAY09:12:57:10,0,赠送,Presented
5231,30132,19MAY09:15:40:13,249,正常,Normal
7232,30132,30MAY09:13:07:17,0,赠送,Presented
10081,30132,20JUN09:12:21:26,199,正常,Normal
10840,30132,25JUN09:10:54:30,199,正常,Normal
24561,30132,10OCT09:21:35:41,263,正常,Normal
38387,30132,14JUN10:14:33:41,249,正常,Normal
51373,30132,01SEP10:18:08:56,399,正常,Normal
20435,30132,26AUG09:20:27:32,0,赠送,Presented
24517,30132,10OCT09:17:44:00,-137,退货,returned_goods
35034,30132,25MAY10:19:09:47,449,正常,Normal
38121,30132,12JUN10:19:36:45,379,正常,Normal
13351,30133,11JUL09:19:19:39,30,正常,Normal
20128,30133,23AUG09:20:09:07,332,特价,Special_offer
24019,30133,04OCT09:16:15:00,215,特价,Special_offer
25754,30133,30OCT09:21:59:34,28,正常,Normal
36744,30133,05JUN10:13:57:17,20,正常,Normal
41261,30133,27JUN10:16:01:20,0,赠送,Presented
47803,30133,02AUG10:16:01:49,0,赠送,Presented
49921,30133,17AUG10:19:15:37,0,赠送,Presented
50265,30133,21AUG10:11:56:22,349,正常,Normal
52247,30133,11SEP10:15:05:45,351,正常,Normal
39594,30133,19JUN10:10:13:23,0,赠送,Presented
41474,30133,28JUN10:18:04:05,15,正常,Normal
16972,30133,03AUG09:11:11:06,249,正常,Normal
26403,30133,02DEC09:13:23:18,-269,退货,returned_goods
31619,30133,01MAY10:10:04:16,299,正常,Normal
35398,30133,28MAY10:20:46:19,224,正常,Normal
40405,30133,22JUN10:20:04:36,299,正常,Normal
51233,30133,31AUG10:13:48:03,150,正常,Normal
17152,30133,04AUG09:16:26:27,0,赠送,Presented
27491,30133,07JAN10:20:11:18,0,赠送,Presented
27861,30133,16JAN10:16:35:09,205,正常,Normal
31200,30133,23APR10:17:53:15,0,赠送,Presented
25573,30134,25OCT09:21:30:03,185,正常,Normal
34963,30134,25MAY10:15:51:20,269,正常,Normal
34964,30134,25MAY10:15:52:44,0,赠送,Presented
37335,30134,07JUN10:20:12:51,399,正常,Normal
39546,30134,18JUN10:20:02:41,223,正常,Normal
47433,30134,31JUL10:19:10:19,211,正常,Normal
39621,30134,19JUN10:12:09:20,249,正常,Normal
5029,30134,19MAY09:13:50:28,2,正常,Normal
7298,30134,30MAY09:17:14:49,2,正常,Normal
13699,30134,13JUL09:20:06:59,249,正常,Normal
17078,30134,03AUG09:21:24:13,30,正常,Normal
18963,30134,16AUG09:11:17:26,332,特价,Special_offer
26481,30134,05DEC09:14:47:09,459,正常,Normal
36803,30134,05JUN10:17:19:33,249,正常,Normal
51289,30134,31AUG10:20:58:07,0,赠送,Presented
19737,30134,21AUG09:14:23:51,28,特价,Special_offer
29273,30134,21FEB10:14:16:01,119,正常,Normal
6898,30135,28MAY09:19:47:22,36,正常,Normal
14396,30135,18JUL09:17:00:21,60,正常,Normal
15565,30135,25JUL09:21:58:03,224,正常,Normal
27407,30135,05JAN10:16:38:15,156,正常,Normal
32958,30135,13MAY10:19:59:56,0,赠送,Presented
40362,30135,22JUN10:17:32:16,0,赠送,Presented
48042,30135,03AUG10:21:28:40,0,赠送,Presented
50034,30135,18AUG10:20:04:54,0,赠送,Presented
39699,30135,19JUN10:16:19:49,0,赠送,Presented
49969,30135,17AUG10:21:26:28,359,正常,Normal
5172,30135,19MAY09:15:21:08,249,正常,Normal
26417,30135,02DEC09:20:29:28,0,赠送,Presented
48003,30135,03AUG10:19:32:32,399,正常,Normal
33204,30135,15MAY10:13:44:12,359,正常,Normal
34171,30135,21MAY10:21:04:36,28,正常,Normal
35734,30135,30MAY10:18:50:25,-359,退货,returned_goods
37420,30135,08JUN10:10:38:14,0,赠送,Presented
25196,30136,17OCT09:20:14:00,153,正常,Normal
24140,30136,05OCT09:20:45:04,0,赠送,Presented
27055,30136,30DEC09:17:40:30,174,正常,Normal
29457,30136,28FEB10:09:16:08,0,赠送,Presented
32095,30136,05MAY10:15:15:30,0,赠送,Presented
46037,30136,23JUL10:14:19:17,0,赠送,Presented
38642,30136,15JUN10:16:59:54,0,赠送,Presented
50248,30136,20AUG10:21:28:33,0,赠送,Presented
6016,30136,23MAY09:19:08:37,269,正常,Normal
29908,30136,15MAR10:18:14:53,349,正常,Normal
36083,30136,01JUN10:19:22:44,0,赠送,Presented
45519,30136,19JUL10:18:34:07,249,正常,Normal
45644,30136,20JUL10:19:28:17,269,正常,Normal
31640,30136,01MAY10:14:49:50,224,正常,Normal
3796,30137,15MAY09:17:17:16,30,正常,Normal
8495,30137,08JUN09:21:00:41,-249,退货,returned_goods
10857,30137,25JUN09:13:27:03,199,正常,Normal
20520,30137,27AUG09:17:55:34,3,正常,Normal
23522,30137,29SEP09:20:46:39,36,特价,Special_offer
26597,30137,12DEC09:20:27:38,16,正常,Normal
33591,30137,18MAY10:09:50:06,0,赠送,Presented
34242,30137,22MAY10:11:26:45,0,赠送,Presented
36375,30137,02JUN10:14:35:32,-314,退货,returned_goods
46111,30137,23JUL10:17:43:09,20,正常,Normal
37350,30137,07JUN10:20:41:25,0,赠送,Presented
4896,30137,19MAY09:12:11:07,249,正常,Normal
9982,30137,19JUN09:17:51:03,249,正常,Normal
10184,30137,20JUN09:17:20:08,0,赠送,Presented
11683,30137,30JUN09:15:46:59,30,正常,Normal
15078,30137,23JUL09:13:39:42,0,赠送,Presented
18944,30137,16AUG09:09:45:29,0,赠送,Presented
33276,30137,15MAY10:21:18:08,404,正常,Normal
43057,30137,06JUL10:15:01:20,0,赠送,Presented
44797,30137,15JUL10:21:25:27,399,正常,Normal
46129,30137,23JUL10:19:26:48,0,赠送,Presented
15812,30137,26JUL09:21:33:09,0,赠送,Presented
25607,30137,27OCT09:19:18:17,55,正常,Normal
28567,30137,01FEB10:10:47:04,0,赠送,Presented
5610,30138,21MAY09:09:50:41,299,正常,Normal
15486,30138,25JUL09:17:59:07,239,正常,Normal
16214,30138,30JUL09:11:21:28,269,正常,Normal
20029,30138,23AUG09:13:04:26,28,特价,Special_offer
24356,30138,08OCT09:21:54:51,-149,退货,returned_goods
39868,30138,20JUN10:14:39:04,0,赠送,Presented
46410,30138,25JUL10:13:09:15,0,赠送,Presented
50663,30138,25AUG10:12:32:20,0,赠送,Presented
4676,30138,18MAY09:14:45:47,6,正常,Normal
26210,30138,21NOV09:14:03:18,0,赠送,Presented
26765,30138,24DEC09:08:32:40,140,正常,Normal
26964,30138,27DEC09:21:29:22,140,正常,Normal
29287,30138,21FEB10:19:28:10,0,赠送,Presented
30705,30138,09APR10:16:48:33,299,正常,Normal
33743,30138,19MAY10:14:46:25,269,正常,Normal
34952,30138,25MAY10:15:36:39,0,赠送,Presented
37633,30138,09JUN10:17:33:41,349,正常,Normal
37637,30138,09JUN10:17:56:17,399,正常,Normal
48330,30138,06AUG10:16:28:59,359,正常,Normal
18795,30138,15AUG09:17:20:11,179,特价,Special_offer
25933,30138,06NOV09:19:37:32,100,正常,Normal
35526,30138,29MAY10:20:29:34,0,赠送,Presented
35842,30138,31MAY10:16:30:47,0,赠送,Presented
5541,30139,21MAY09:09:30:41,2,正常,Normal
10299,30139,20JUN09:21:41:19,249,正常,Normal
19231,30139,17AUG09:17:54:20,332,特价,Special_offer
25376,30139,22OCT09:16:42:26,174,正常,Normal
27226,30139,02JAN10:17:55:09,295,正常,Normal
30805,30139,11APR10:16:18:37,0,赠送,Presented
34495,30139,23MAY10:09:49:49,0,赠送,Presented
37813,30139,10JUN10:19:59:29,0,赠送,Presented
37827,30139,10JUN10:20:49:12,399,正常,Normal
6639,30139,27MAY09:20:00:49,399,正常,Normal
18347,30139,13AUG09:10:23:48,249,正常,Normal
24434,30139,10OCT09:09:11:30,359,正常,Normal
25796,30139,01NOV09:14:32:16,239,正常,Normal
33223,30139,15MAY10:15:12:27,299,正常,Normal
34408,30139,22MAY10:21:33:15,359,正常,Normal
53402,30139,23SEP10:19:39:25,99,正常,Normal
27604,30139,09JAN10:20:19:38,155,正常,Normal
38005,30139,12JUN10:13:20:58,0,赠送,Presented
3698,30140,15MAY09:16:15:50,229,正常,Normal
5501,30140,20MAY09:20:59:09,249,正常,Normal
6012,30140,23MAY09:18:57:13,249,正常,Normal
7847,30140,04JUN09:20:13:28,249,正常,Normal
11407,30140,28JUN09:16:34:54,249,正常,Normal
13744,30140,14JUL09:12:40:54,2,正常,Normal
26878,30140,25DEC09:15:25:01,0,赠送,Presented
27249,30140,02JAN10:18:15:22,40,正常,Normal
42310,30140,03JUL10:14:57:01,249,正常,Normal
46033,30140,23JUL10:13:22:42,249,正常,Normal
50862,30140,27AUG10:17:14:16,299,正常,Normal
52083,30140,10SEP10:08:21:39,0,赠送,Presented
53252,30140,22SEP10:18:14:51,180,正常,Normal
50637,30140,24AUG10:21:34:24,399,正常,Normal
10231,30140,20JUN09:19:07:34,0,赠送,Presented
22284,30140,14SEP09:08:48:44,313,正常,Normal
30365,30140,31MAR10:10:35:23,0,赠送,Presented
32458,30140,09MAY10:13:25:33,349,正常,Normal
52377,30140,12SEP10:18:20:46,149,正常,Normal
17398,30140,06AUG09:12:13:53,0,赠送,Presented
23791,30140,02OCT09:11:17:34,0,赠送,Presented
34326,30140,22MAY10:17:44:26,0,赠送,Presented
35491,30140,29MAY10:18:25:10,0,赠送,Presented
5539,30141,21MAY09:09:30:41,249,正常,Normal
8061,30141,06JUN09:16:16:08,249,正常,Normal
27467,30141,07JAN10:14:08:56,220,正常,Normal
35641,30141,30MAY10:13:15:26,279,正常,Normal
43691,30141,09JUL10:20:09:19,399,正常,Normal
45586,30141,20JUL10:14:43:59,449,正常,Normal
48149,30141,04AUG10:18:58:48,0,赠送,Presented
51700,30141,06SEP10:11:12:38,0,赠送,Presented
4691,30141,18MAY09:15:09:23,269,正常,Normal
5192,30141,19MAY09:15:25:47,229,正常,Normal
8207,30141,07JUN09:14:25:10,249,正常,Normal
19975,30141,23AUG09:09:43:06,24,特价,Special_offer
30050,30141,20MAR10:21:15:35,349,正常,Normal
31077,30141,18APR10:20:26:00,349,正常,Normal
33232,30141,15MAY10:16:58:01,399,正常,Normal
38502,30141,14JUN10:19:37:34,404,正常,Normal
26510,30141,06DEC09:16:17:12,620,正常,Normal
28626,30141,03FEB10:11:44:58,0,赠送,Presented
31666,30141,01MAY10:21:03:03,314,正常,Normal
25318,30142,20OCT09:20:34:22,210,正常,Normal
4234,30142,16MAY09:12:20:48,45,正常,Normal
19040,30142,16AUG09:17:02:48,359,特价,Special_offer
20360,30142,26AUG09:12:46:21,2,正常,Normal
30138,30142,25MAR10:14:21:42,449,正常,Normal
42213,30142,02JUL10:17:35:16,269,正常,Normal
46036,30142,23JUL10:13:38:15,-349,退货,returned_goods
50404,30142,22AUG10:16:42:46,100,正常,Normal
52096,30142,10SEP10:12:08:45,399,正常,Normal
52847,30142,18SEP10:10:40:27,339,正常,Normal
35080,30142,25MAY10:22:50:34,349,正常,Normal
17183,30142,04AUG09:19:19:51,249,正常,Normal
18559,30142,14AUG09:18:54:00,-239,退货,returned_goods
26121,30142,15NOV09:10:49:37,0,赠送,Presented
26775,30142,24DEC09:08:32:40,280,正常,Normal
35711,30142,30MAY10:16:32:49,0,赠送,Presented
40435,30142,22JUN10:20:36:50,0,赠送,Presented
44803,30142,15JUL10:21:29:19,53,正常,Normal
51229,30142,31AUG10:13:14:50,0,赠送,Presented
17906,30142,09AUG09:16:12:20,249,正常,Normal
23208,30142,26SEP09:15:21:19,0,赠送,Presented
23374,30142,27SEP09:21:55:51,-6,退货,returned_goods
25033,30142,13OCT09:16:29:40,302,正常,Normal
27497,30142,08JAN10:11:37:46,9,正常,Normal
32530,30142,09MAY10:18:50:00,0,赠送,Presented
34325,30142,22MAY10:17:44:26,307,正常,Normal
35182,30142,26MAY10:18:39:54,449,正常,Normal
3971,30143,15MAY09:18:35:02,399,正常,Normal
48192,30143,05AUG10:11:24:01,167,正常,Normal
48965,30143,11AUG10:09:28:15,0,赠送,Presented
51028,30143,29AUG10:12:44:52,119,正常,Normal
9493,30143,15JUN09:11:07:38,0,赠送,Presented
15516,30143,25JUL09:19:21:36,249,正常,Normal
40450,30143,22JUN10:20:57:48,0,赠送,Presented
43034,30143,06JUL10:14:43:32,399,正常,Normal
46843,30143,27JUL10:21:42:40,0,赠送,Presented
48736,30143,09AUG10:14:04:26,-209,正常,Normal
15822,30143,26JUL09:22:05:55,0,赠送,Presented
17482,30143,06AUG09:20:34:13,200,正常,Normal
20282,30143,25AUG09:15:21:55,28,特价,Special_offer
24111,30143,05OCT09:16:36:51,36,正常,Normal
28438,30143,29JAN10:18:26:12,205,正常,Normal
31091,30143,19APR10:12:55:45,299,正常,Normal
17021,30144,03AUG09:17:14:07,269,正常,Normal
26105,30144,14NOV09:17:12:55,369,正常,Normal
31036,30144,18APR10:13:20:16,30,正常,Normal
34244,30144,22MAY10:11:54:20,0,赠送,Presented
39793,30144,19JUN10:21:08:23,0,赠送,Presented
43762,30144,10JUL10:10:15:25,0,赠送,Presented
49962,30144,17AUG10:20:30:53,0,赠送,Presented
15897,30144,27JUL09:16:45:01,45,正常,Normal
16512,30144,31JUL09:21:00:45,269,正常,Normal
16614,30144,01AUG09:15:27:25,0,赠送,Presented
19485,30144,19AUG09:17:07:55,191,特价,Special_offer
22871,30144,21SEP09:09:25:39,199,特价,Special_offer
44908,30144,16JUL10:19:21:12,209,正常,Normal
32214,30144,06MAY10:19:23:24,0,赠送,Presented
3608,30145,15MAY09:14:23:13,269,正常,Normal
3693,30145,15MAY09:15:58:34,1,正常,Normal
4043,30145,15MAY09:18:57:30,399,正常,Normal
6535,30145,26MAY09:22:01:18,249,正常,Normal
11636,30145,29JUN09:21:10:15,269,正常,Normal
18043,30145,10AUG09:17:48:19,249,正常,Normal
19763,30145,21AUG09:18:42:01,224,特价,Special_offer
25150,30145,17OCT09:14:36:32,2,正常,Normal
27439,30145,06JAN10:14:39:01,479,正常,Normal
27695,30145,11JAN10:19:01:14,239,正常,Normal
27723,30145,12JAN10:17:25:30,351,正常,Normal
28400,30145,27JAN10:21:13:11,0,赠送,Presented
32936,30145,13MAY10:15:27:19,499,正常,Normal
36936,30145,06JUN10:11:23:06,426,正常,Normal
38201,30145,13JUN10:12:39:54,399,正常,Normal
5052,30145,19MAY09:14:09:19,399,正常,Normal
5070,30145,19MAY09:14:15:31,199,正常,Normal
9323,30145,14JUN09:14:15:52,239,正常,Normal
17338,30145,05AUG09:20:15:01,249,正常,Normal
20732,30145,29AUG09:19:45:20,16,特价,Special_offer
24534,30145,10OCT09:21:20:57,214,特价,Special_offer
43581,30145,09JUL10:18:35:44,359,正常,Normal
18607,30145,14AUG09:21:30:01,0,赠送,Presented
30703,30145,09APR10:15:03:01,0,赠送,Presented
3838,30146,15MAY09:17:36:45,224,正常,Normal
8472,30146,08JUN09:18:48:29,239,正常,Normal
17323,30146,05AUG09:18:58:27,249,正常,Normal
26398,30146,01DEC09:19:47:45,0,赠送,Presented
26999,30146,30DEC09:11:43:20,174,正常,Normal
28503,30146,30JAN10:20:14:30,241,正常,Normal
36067,30146,01JUN10:18:38:31,299,正常,Normal
40701,30146,25JUN10:13:18:00,0,赠送,Presented
44893,30146,16JUL10:18:04:09,279,正常,Normal
52554,30146,14SEP10:18:09:06,0,赠送,Presented
51836,30146,07SEP10:20:18:12,0,赠送,Presented
4594,30146,18MAY09:13:41:21,-224,退货,returned_goods
6614,30146,27MAY09:17:36:53,0,赠送,Presented
14170,30146,17JUL09:15:09:15,369,正常,Normal
29966,30146,17MAR10:17:38:19,0,赠送,Presented
47004,30146,28JUL10:20:19:29,174,正常,Normal
18529,30146,14AUG09:16:45:41,0,赠送,Presented
22384,30146,15SEP09:15:05:05,20,正常,Normal
25156,30146,17OCT09:15:31:38,100,正常,Normal
30426,30146,01APR10:14:58:32,0,赠送,Presented
34505,30146,23MAY10:10:58:25,0,赠送,Presented
3781,30147,15MAY09:17:05:24,239,正常,Normal
3996,30147,15MAY09:18:42:52,369,正常,Normal
20384,30147,26AUG09:16:23:40,183,特价,Special_offer
24066,30147,04OCT09:21:27:54,160,特价,Special_offer
27986,30147,19JAN10:15:33:53,0,赠送,Presented
28277,30147,24JAN10:14:38:03,0,赠送,Presented
30405,30147,01APR10:09:58:13,0,赠送,Presented
35591,30147,30MAY10:11:55:18,0,赠送,Presented
35624,30147,30MAY10:12:51:46,0,赠送,Presented
39432,30147,18JUN10:16:44:30,242,正常,Normal
44047,30147,11JUL10:19:14:36,0,赠送,Presented
46009,30147,23JUL10:10:26:44,0,赠送,Presented
47146,30147,29JUL10:19:39:23,0,赠送,Presented
12253,30147,04JUL09:15:42:28,269,正常,Normal
13053,30147,10JUL09:10:49:37,199,正常,Normal
13513,30147,12JUL09:16:57:08,249,正常,Normal
29578,30147,03MAR10:11:42:42,0,赠送,Presented
32209,30147,06MAY10:18:45:52,449,正常,Normal
38380,30147,14JUN10:14:31:24,0,赠送,Presented
48234,30147,05AUG10:19:26:43,439,正常,Normal
26302,30147,25NOV09:18:07:17,319,正常,Normal
29534,30147,01MAR10:21:45:01,0,赠送,Presented
33200,30147,15MAY10:13:02:30,-299,退货,returned_goods
24638,30148,11OCT09:20:29:08,49,正常,Normal
5589,30148,21MAY09:09:44:22,399,正常,Normal
19310,30148,18AUG09:13:11:43,14,特价,Special_offer
24308,30148,07OCT09:22:09:32,143,特价,Special_offer
27241,30148,02JAN10:18:15:22,40,正常,Normal
51512,30148,03SEP10:16:19:04,15,正常,Normal
31690,30148,02MAY10:14:01:15,404,正常,Normal
47573,30148,01AUG10:21:41:03,399,正常,Normal
4613,30148,18MAY09:13:49:53,224,正常,Normal
9016,30148,12JUN09:19:52:46,15,正常,Normal
13168,30148,10JUL09:20:36:34,60,正常,Normal
17908,30148,09AUG09:16:14:51,249,正常,Normal
20588,30148,28AUG09:16:18:41,332,特价,Special_offer
25042,30148,13OCT09:19:40:55,2,正常,Normal
30151,30148,25MAR10:17:24:01,0,赠送,Presented
30670,30148,08APR10:20:50:02,0,赠送,Presented
50375,30148,22AUG10:11:36:10,0,赠送,Presented
53530,30148,24SEP10:19:48:42,0,赠送,Presented
27588,30148,09JAN10:18:56:22,149,正常,Normal
