application_id,vehicle_year,vehicle_make,bankruptcy_ind,tot_derog,tot_tr,age_oldest_tr,tot_open_tr,tot_rev_tr,tot_rev_debt,tot_rev_line,rev_util,fico_score,purch_price,msrp,down_pyt,loan_term,loan_amt,ltv,tot_income,veh_mileage,used_ind
59840004,1993,TOYOTA,N,6,20,225,7,5,11931,27100,44,637,8700,8550,2000,48,6700,78,5266.67,56000,1
59858566,2000,HONDA,N,0,3,268,,0,0,3640,0,748,15905,16145,1378,36,14527,90,850,1,0
59887525,2000,TOYOTA,N,0,13,142,5,2,943,6242,15,770,23412.79,22648,0,72,22560.71,100,2083.33,1,0
59945912,1999,TOYOTA,N,0,10,94,5,4,5783,9464,61,677,15692,14000,3500,66,15302,109,1891,16000,1
59946395,1995,OLDS,N,0,29,479,4,3,1128,95500,1,790,12757,13000,0,54,12757,98,6666.67,24000,1
59969854,1994,CHRYSLER,N,2,30,404,14,10,47902,65340,73,630,7619.1,8275,0,36,6619.1,80,5500,63448,1
60007540,2000,DODGE,N,2,24,141,6,2,8037,12400,65,672,37800,34900,0,72,37800,108,3400,137,0
60023175,1998,MITS,N,3,9,149,3,0,0,62,0,691,18080,17900,1100,60,16980,95,3200,18,1
60055494,1996,CHEVY,N,1,14,66,5,1,879,1180,74,592,16000,16000,0,60,16000,100,0,66000,1
60078395,1995,FORD,N,2,20,161,3,2,3219,2200,146,641,4521,6500,0,48,4521,70,4600,76708,1
60115525,1997,CHEVY,,,,,,,,,0,,18082,17000,1000,60,17082,100,2000,50,1
60135107,2000,DODGE,N,0,32,94,17,9,17401,25518,68,563,32160,28360,3750,66,28360,100,10750,1,0
60160504,1997,JEEP,N,10,19,266,3,2,2743,3049,90,629,20765,21000,0,60,20765,99,6666.67,40000,1
60181199,1999,CHEVROLET,N,0,1,9,,1,378,400,95,619,13223,13800,0,60,13223,96,1900,8336,1
60187174,2000,FORD,N,1,2,151,,,,,0,639,15000,14697,0,60,14000,95,1700,1,0
60237003,1999,PONTIAC,N,2,21,172,6,5,18431,56300,33,651,17320,16900,0,66,16520,98,3000,26000,1
60240557,1995,GMC,N,15,23,137,,,,,0,755,16803,14000,1000,54,15803,113,3250,73000,1
60242388,2000,CHEVY,N,10,21,122,4,3,1228,1962,63,654,34855,33695,0,60,34055,101,4583.33,1,0
60286853,1998,FORD,,,,,,,,,0,,16910,14200,0,60,11910,84,91.67,20868,1
60335901,1996,JEEP,N,2,24,212,8,5,7626,69320,11,690,13500,12000,2000,60,11500,96,4333.33,36000,1
60341754,1997,TOYOTA,N,7,10,69,6,3,716,800,90,602,12500,11000,2600,60,9900,90,2616,57183,1
60374011,2000,DODGE,N,0,16,458,6,5,12397,57876,21,751,22000,21500,1500,60,20500,95,3100,1,0
60408552,2000,CHEVY,N,2,8,65,3,1,1868,1500,125,627,18997.5,19543,2650,60,16347.5,84,1600,1,0
60439464,1994,BUICK,N,1,8,94,3,2,3027,18930,16,654,13062.25,12500,1500,42,11562.25,92,1276,91000,1
60443471,1994,CHEVY,N,2,21,87,6,2,5194,18225,28,616,10200,10000,1500,42,8700,87,2500,84000,0
60481378,1998,DODGE,N,0,11,236,7,4,20928,35300,59,709,10984.49,12550,0,60,10984.49,88,3250,16000,1
60484932,2000,TOYO,N,1,2,4,,2,800,824,97,667,16000,16358,0,51,16000,98,6600,15,0
60485721,1996,CHEVY,N,1,12,139,5,2,1604,6300,25,678,19850,19000,0,60,19600,103,5416.67,44000,1
60524825,2000,CHRY,N,7,15,178,,0,0,635,0,654,31644,30000,1250,60,21885,73,9166,1,0
60533996,1996,TOYOTA,Y,5,22,161,7,4,4230,11453,37,662,21000,21075,0,48,21000,100,6166.66,43400,1
60534749,1994,PONTIAC,N,0,1,29,,,,,0,681,9534,8925,2000,30,7534,84,2916.67,82000,1
60537144,1998,FORD,N,1,7,62,,,9998,9998,100,658,19648,18500,0,60,19648,106,4000,40000,1
60542966,1998,DODGE,N,0,11,86,6,5,7331,13402,55,671,10250,10100,0,39,10250,101,2666.67,16000,1
60555251,1999,CHEV,N,3,28,342,9,4,1840,45300,4,730,15868,16340,4500,60,11368,70,3813.33,1,0
60577183,2000,CHEVROLET,N,2,11,67,5,4,998,2993,33,671,16498.24,16790,0,66,16498.24,98,1500,1,0
60593495,2000,PONTIAC,N,0,16,110,6,3,2062,25200,8,760,14600,15300,2000,60,12100,79,4416.67,1,0
60602263,2000,NISSAN,N,4,34,167,9,6,7839,7322,107,624,24896,29047,0,48,24896,86,2916.67,1,0
60611339,1998,PLYMOUTH,N,1,9,109,3,2,1229,10500,12,721,13790,9200,1790,60,11000,120,4083.33,34000,1
60632257,1995,FORD,N,20,27,120,3,2,914,3500,26,663,20591,15800,4791,48,15800,100,2000,59465,1
60636569,1996,CHEV,N,0,12,149,,0,0,7600,0,783,10454,8450,0,60,7954,94,3291.67,37857,1
60639198,1992,FORD,N,0,23,153,6,3,8152,17500,47,642,8119,9000,0,24,8119,90,4000,83000,1
60639987,1997,MERCURY,N,0,5,91,1,0,0,3600,0,748,7433,8200,4233,42,3200,39,1583.33,43,1
60657592,1995,CADILLAC,Y,0,5,83,3,1,388,900,43,682,13000,18625,0,48,13000,70,4600,94000,1
60659552,1997,MITS,N,0,22,81,8,5,26553,38288,69,670,13791,14825,0,60,13791,93,3250,61000,1
60698539,2000,CHEVY,N,0,16,360,7,5,2211,37081,6,815,29339,28253,820,48,11271,40,1833.33,1,0
60705985,1998,FORD,N,1,30,240,9,7,5585,30317,18,645,12418,12500,0,36,12418,99,6250,29354,1
60756895,1994,BUICK,N,1,17,81,2,1,1788,15490,12,654,14153,11000,3000,48,11153,101,1583.33,51000,1
60819714,2000,CHEVROLET,N,0,15,67,11,7,19778,22030,90,638,22485,23480,0,66,22485,96,5000,1,0
60828332,2000,MERCURY,Y,7,21,171,6,3,1245,1744,71,677,28555.7,28555,0,72,30255.7,106,3920,1,0
60839619,0,,N,2,22,358,3,2,1893,20251,9,743,6600,6899,1000,60,5600,81,3200,0,0
60854952,1995,GMC,N,4,10,119,2,1,98,97,101,687,16395,16000,0,48,15595,97,4300,70,1
60867613,1999,CHEVROLET,,0,1,5,,1,501,500,100,,15425,13775,2000,60,13425,97,1666.67,8,1
60870120,2000,FORD,Y,3,10,139,5,1,404,1065,38,676,30240,29810,1500,60,28740,96,2500,1,0
60896869,1998,HONDA,N,6,13,103,4,3,914,1947,47,642,22600,21200,3000,60,19600,92,3000,21000,1
60913291,1998,DODGE,,,,,,,,,0,,12365.99,15500,0,36,12365.99,80,1250,6000,1
60943224,2000,MITUBISHI,N,0,30,198,9,5,8418,26521,32,654,18932,19979,500,60,18432,92,3800,0,0
60977122,1999,FORD,N,1,7,48,2,1,1602,2815,57,653,24500,24600,0,66,24500,100,10000,9945,1
61011468,1998,GMC,N,1,11,83,6,3,2344,3636,64,674,20062,20450,0,60,19062,93,2279,32000,1
61012069,2000,FORD,N,1,12,110,4,2,3435,4015,86,669,32669.32,33500,1000,66,31269.32,93,1771.6,1,0
61031929,1998,FORD,N,9,30,57,10,5,8726,7140,122,669,25500,22000,500,60,22500,102,4872.74,24900,1
61034016,1999,CHEVY,N,1,19,211,3,0,0,3500,0,720,11675.5,11375,500,60,10305.5,91,2200,20000,1
61100471,2000,CHEVY,Y,8,35,218,9,6,10556,23441,45,653,19150,15000,1500,66,16150,108,5178,1,0
61129219,2000,DODGE,N,7,21,166,5,1,2441,4000,61,657,22474,26106,0,48,22474,86,6250,1,0
61144100,1997,CHEVROLET,N,4,9,99,,1,1054,1100,96,614,18200,17325,0,66,16700,96,1844,59,1
61225593,2000,DODGE,N,0,13,109,4,3,4303,19822,22,718,27000,26900,1000,72,26000,97,4600,1,0
61246691,2000,CHEVY,N,0,5,51,,2,7716,10341,75,674,22270,20755,1000,60,18848,91,2166.67,1,0
61265269,1995,CHEVY,N,2,30,274,8,2,2498,19188,13,714,6373.7,6200,0,54,6273.7,101,5416.67,60000,1
61273772,1995,GMC,N,4,10,152,5,3,1780,7100,25,665,11700,11000,1000,60,10700,97,4958.33,50000,1
61279344,2000,YAMAHA,N,5,18,139,6,3,4545,10705,42,645,9064.14,9000,900,60,8164.14,91,4850,0,0
61289666,2000,FORD,N,0,24,179,9,5,22358,49227,45,688,42986,43000,4000,63,38986,95,7500,598,1
61308189,2000,CHEVROLET,N,0,31,104,9,8,17457,35351,49,647,24700,24750,4000,72,20700,84,2916.67,1,0
61366839,1999,PONTIAC,N,0,7,57,,2,4867,5000,97,649,26795,20000,5795,66,20000,100,2083.33,9000,1
61441356,1998,CADILLAC,N,0,28,297,4,3,7535,30505,25,743,22862.33,23000,0,21,22862.33,99,9000,26750,1
61501985,1995,PLYMOUTH,N,11,15,115,3,1,40,6500,1,661,10683,8000,2700,48,7983,100,2686,62000,1
61534409,2000,TOYOTA,N,1,15,71,4,1,1899,12650,15,729,35470.17,36669,0,48,35470.17,97,8000,1,0
61541917,1999,CHEVY,N,3,19,143,5,3,5472,2059,266,652,37100,38177,0,60,37100,97,2833.33,1,1
61544407,2000,CHEVY,N,1,37,271,12,8,21930,68300,32,656,27000,26174,1000,60,23500,90,4666.67,1,0
61557026,1993,CHEVY,N,10,14,221,3,1,328,348,94,623,11092,10950,50,36,10242,94,24563.33,57000,1
61579849,1994,TOYOTA,N,6,16,117,3,1,356,2568,14,691,9184,8975,0,54,9184,102,3291.67,62432,1
61613851,1999,CHEVROLET,N,1,13,423,4,2,189,17194,1,681,23131,24404,1000,60,22131,91,3333.33,1,0
61647231,1996,FORD,Y,1,8,100,5,3,4540,4651,98,680,13800,13400,0,48,13000,97,3150,40733,1
61757507,1997,FORD,N,0,1,16,,,,,0,661,21017.84,22700,3000,66,18017.84,79,1600,41000,1
61797916,2000,POLARIS,N,2,9,50,6,1,949,1000,95,619,7200,7599,500,60,6700,88,4000,1,0
61803071,1998,CHEVY,N,0,21,178,5,4,3472,47723,7,757,14090,14000,4000,36,10090,72,8433.34,55000,1
61813136,1997,DODGE,N,0,24,204,8,6,3426,41298,8,803,12045.25,11425,5000,54,6545.25,57,3750,53000,1
61832896,1999,MAZDA,N,1,6,143,2,0,0,0,0,695,16579.36,20000,600,72,15979.36,80,2583.33,0,0
61833278,2000,DODGE,,,,,,,,,0,,15324,16000,1250,66,14074,88,2000,1,0
61855511,0,,N,0,7,53,,2,3772,5367,70,689,5210.38,0,800,60,4410.38,85,2166.67,0,0
61858533,1998,FORD,N,0,7,40,3,2,475,2989,16,752,11505,11000,2000,66,7310,66,5390,22000,1
61862690,1994,CHEVY,N,1,44,323,14,8,16609,21700,77,633,18603,18900,0,48,18603,98,3333.33,27954,1
61902794,1998,CHEVROLET,N,7,21,165,6,3,110,800,14,601,24331,21175,3500,60,17831,84,4000,66000,1
61925719,2000,FORD,N,0,22,218,8,6,10601,18769,56,724,18478,17805,0,66,19483,109,2300,1,0
61930458,1998,JEEP,,,,,,,,,0,,14381,15200,0,60,14381,95,1291.67,11000,1
62051106,1998,DODGE,N,3,11,155,1,0,0,1798,0,627,20650,19850,0,48,16500,83,2400,48000,1
62056812,1997,OLDS,N,6,21,250,4,3,12132,17158,71,675,15960,15000,0,60,15960,106,6320,70000,1
62056847,1998,CHEVY,N,5,27,205,7,4,6788,8659,78,623,17082,15000,2082,54,15000,100,6250,5717,1
62076343,2000,LEXUS,N,0,12,45,9,8,9241,12657,73,645,39465,39533,2000,48,37465,95,5550,16,0
62085107,1998,DODGE,N,1,17,125,8,4,5430,6153,88,702,9687.5,9900,0,60,9687.5,98,3800,48833,1
62116706,2000,CAD,,,,,,,,,0,,46455,48800,0,36,46455,95,14583.33,1,0
62124173,2000,CHEVY,N,5,22,114,,5,6171,9385,66,638,27728,27728,0,72,27728,100,4833.33,1,0
62127489,1999,FORD,,,,,,,,,0,,11533,11000,4000,60,7533,68,667,21000,1
62152185,2000,DODGE,N,0,15,153,4,3,1481,18201,8,761,26680.12,26694,2000.12,48,24680,92,3735,1,0
62216140,2000,CHEVY,N,3,20,256,7,2,3608,9200,39,692,22775,24489,0,72,22775,93,2083.33,12,0
62246061,1998,JEEP,Y,3,11,161,,,,,0,644,17350,17350,273.1,48,17076.9,98,3208.33,26138,1
62260609,2000,CHEVROLET,N,1,29,91,5,2,760,17500,4,642,26098,26098,0,66,26098,100,0,1,0
62287162,1998,CHEVT,N,0,19,109,5,2,7613,11971,64,738,21098,13350,4098,66,17000,127,9863.33,26000,1
62295696,1995,NISSAN,N,0,7,19,,2,302,4800,6,734,11779.2,8900,0,54,11779.2,132,1800,45260,1
62320539,1996,CHEVY,N,3,5,24,,,9998,9998,100,603,10900,10900,0,60,10900,100,1333.33,67000,1
62331874,1997,MERCURY,N,0,17,128,6,3,5996,27000,22,753,19226,18025,0,60,18226,101,2333.33,20000,1
62378416,1997,CHEVY,N,0,1,3,,,,,0,,24361,20100,4361,60,20000,100,3000,56000,1
62384671,1994,OLDS,N,0,3,46,,1,393,600,66,706,9500,7000,2000,54,7500,107,2800,77079,1
62436944,1999,FORD,N,0,20,172,12,9,20798,36555,57,695,25843,26000,0,60,25843,99,5000,10,1
62443438,2000,JEEP,N,0,14,165,6,5,18586,55600,33,745,31965,34085,0,36,31965,94,6400,0,0
62451533,2000,SATURN,N,2,12,117,2,1,2500,7190,35,693,19450,18272,0,48,18300,100,6250,1,0
62475802,1998,DODGE,Y,2,24,229,5,4,1272,11728,11,728,25660,24700,0,60,25000,101,5000,32000,1
62507975,2000,FORD,N,1,13,100,6,3,1505,2318,65,670,16922,15980,1000,66,15922,100,1200,1,0
62525093,2000,VW,N,0,8,65,3,2,533,7210,7,761,17286.25,16425,2000,66,15286.25,93,2525,1,0
62543194,1996,SATURN,N,0,6,132,,4,3743,11158,34,709,8300,8000,0,60,8300,104,750,72000,1
62545805,1997,FORD,N,0,6,82,9,4,9861,10600,93,621,11800,9775,1200,60,9600,98,2300,31000,1
62552822,1997,CHEVY,N,0,16,157,3,1,625,14100,4,796,12686,12000,0,60,10000,83,1820,32000,1
62558686,1999,CHEVROLET,N,0,2,48,,1,220,2500,9,727,24761.65,27520,0,36,24761.65,90,5416.67,0,0
62661207,2000,CHEVROLET,N,1,3,41,2,1,158,98,161,663,24626,22265,2926,66,22200,100,2100,1,0
62665370,1996,HONDA,N,0,7,83,,3,3579,6178,58,700,16459,15125,500,60,15959,106,4200,44729,1
62744581,1991,TOYOTA,N,1,27,226,6,4,18570,35772,52,631,5900,5250,2600,24,3300,63,6500,94000,1
62759611,2000,NISSAN,N,2,11,113,4,3,526,13147,4,669,25824,27094,0,36,25824,95,5500,1,0
62767520,2000,DODGE,N,0,2,10,5,4,612,4431,14,698,23363,22955,0,63,23363,102,1850,45,0
62884051,1997,HONDA,N,0,4,20,6,4,4525,3498,129,654,15825.1,14225,500,54,12320.1,87,3321.67,29048,1
62888864,1999,CHEVY,N,0,19,177,,2,14292,39500,36,754,32400,35874,4000,60,28400,79,8833.33,0,0
62895921,1999,CHEVROLET,N,0,27,154,4,2,2088,23600,9,778,15714.74,15225,0,66,14403.17,95,6916.67,17000,1
62899171,1999,DODGE,N,3,12,205,11,8,3922,5202,75,637,31700,31340,1000,60,28200,90,7000,190,1
62907011,1997,DODGE,N,2,36,138,5,2,9086,12600,72,689,26995,26475,4895,60,29100,110,4450,36190,1
62922209,2000,HONDA,N,4,7,183,2,1,561,900,62,604,24500,20265,4235,60,20265,100,1887.16,1,0
62928397,1998,GMC,N,4,8,44,3,2,1063,950,112,688,24848,21875,0,66,22761,104,3800,35644,1
62933021,1996,FORD,N,0,3,42,,,,,0,683,11605,9475,2000,48,9626,102,1300,42683,1
62933854,2000,ACURA,N,0,80,360,30,28,209633,439147,48,695,29104.51,30885,0,35,29104.51,94,21666.67,1,0
62981530,1994,FORD,N,3,30,135,7,4,4785,54682,9,626,16939.25,13000,0,36,12939.25,100,2833.33,45000,1
63006672,1998,PONTIAC,N,2,9,58,,,9998,0,0,644,15793,13100,2793,60,13000,99,2236,17515,1
63030520,0,,N,0,37,201,9,6,7531,41601,18,746,6400,7399,500,60,5900,80,2800,0,0
63038689,1998,CHEVY,Y,3,11,178,,4,1156,2797,41,689,24247.07,25050,0,60,23247.07,93,2500,21000,1
63077077,1997,CHEVY,N,0,4,128,,,9998,9998,100,743,9700,8900,800,60,8900,100,1056.5,29000,1
63079255,2000,FORD,N,0,5,25,2,1,422,1022,41,657,23833,24770,1000,48,22833,92,2300,1,0
63107760,1997,CHRYSLER,N,1,20,162,2,0,0,15000,0,670,14700,14475,1000,60,13700,95,9166.67,37000,1
63117254,1995,AAB,N,0,2,9,,2,99,1100,9,719,13645.4,17150,5000,54,8645.4,50,1500,71466,1
63137819,1999,KIA,N,2,21,142,3,2,250,10600,2,686,17118.09,16975,0,60,17118.09,101,3180,11999,1
63143199,1995,FORD,N,0,19,119,6,5,9145,22937,40,685,14587,12500,0,48,13587,109,3500,80000,1
63145286,2000,FORD,N,7,31,185,8,5,5367,14517,37,616,25280,32225,450,36,24830,77,3666.67,1,0
63158267,1998,JEEP,N,3,38,276,3,2,6263,39600,16,711,17000,18000,0,48,17000,94,2600,21000,1
63244520,2000,CHEVY,N,1,22,199,3,2,2232,38340,6,789,31831,33745,21831,24,10000,30,12500,10,0
63283190,1998,TOYOTA,N,2,8,87,2,1,767,7400,10,709,22000,22000,0,48,22000,100,2916.67,30000,1
63335988,2000,CHEV,N,0,13,179,,9,19655,24306,81,648,16581.95,15600,0,66,15331.95,98,2500,7,0
63342177,1994,CHEVY,N,2,17,204,8,6,7054,13158,54,645,5300,5000,500,42,4800,96,9000,88000,1
63358083,1996,NISSAN,N,1,31,176,11,8,32459,42678,76,643,16022.55,16275,0,60,16022.55,98,2788,56000,1
63365641,1994,CHEV,N,0,5,29,1,0,0,500,0,670,10550,10550,0,42,10550,100,1200,61424,1
63370799,2000,CHEVROLET,N,1,9,20,3,0,0,1220,0,681,29947,20516,2000,60,27947,136,4800,1,0
63374432,0,,N,4,12,81,,3,2212,3727,59,646,4300,0,300,60,4000,93,1906.66,0,0
63390749,1997,CHEV,N,0,4,24,3,0,0,2300,0,685,11972,12000,0,60,11972,100,2116,42060,1
63437386,1996,TOYOTA,N,1,3,34,,1,387,787,49,631,9500,12325,0,48,9500,77,2700,64111,1
63509654,1997,TOYOTA,N,11,26,130,6,2,909,1300,70,593,14133,12925,0,54,11633,90,3600,32401,1
63532298,2000,CHEVY,N,0,5,24,3,1,145,2855,5,754,17913,18245,1650,66,16263,89,1541.67,1,0
63583656,0,,N,0,13,123,2,0,0,7500,0,778,6850,7099,2000,36,4850,68,6833.33,0,0
63641457,2000,HYUNDAI,N,0,38,182,18,13,44908,49911,90,701,18560,17139,0,63,18560,108,5973.34,1,0
63656489,1997,TOYOTA,N,0,3,23,2,1,339,939,36,696,20694,14000,5294,60,15400,110,1600,42000,1
63683073,1995,PONTIAC,N,0,16,206,5,4,4253,32500,13,729,17020,15500,3000,60,14020,90,4166.67,56000,1
63690544,1996,CHEVY,N,0,1,27,2,1,803,0,0,655,14300,12375,500,48,12300,99,1883.33,35,1
63732995,2000,CHEVROLET,N,0,10,126,5,3,537,25907,2,755,20182,21467,0,60,19682,92,7500,1,0
63759481,2000,HD,N,1,23,164,2,1,3710,13100,28,693,20900,21000,13500,60,7400,35,5666.67,1,0
63770531,1997,CHEVY,N,3,25,140,7,4,1002,17483,6,711,14345,15650,0,60,14345,92,6916.67,31202,1
63791732,2000,SATURN,Y,15,34,184,4,3,2162,2358,92,645,20147,19710,0,24,13147,67,0,1,0
63807989,2000,PLYMOUTH,N,0,15,376,,2,9176,21911,42,736,51417.8,43500,1000,60,50417.8,116,916.67,5,0
63816351,2000,HONDA,N,0,4,133,,1,698,14800,5,765,23065,23065,0,60,17074.75,74,3126.06,11,0
63831435,1998,CHEVY,N,0,20,108,5,3,11752,26600,44,725,26600,25000,1700,60,24900,100,4583.33,30000,1
63877831,1996,FORD,N,0,2,20,2,1,1437,1200,120,657,12796,12600,200,60,12596,100,1700,33000,1
63894201,2000,FORD,N,0,11,231,,0,0,18700,0,810,25300,25300,10000,36,15300,60,5416.67,1,0
63922657,1997,CHEV,Y,0,0,3,,,,,0,494,8494,8000,2300,54,6894,86,4166.67,51870,1
63930164,1996,FORD,N,0,1,15,3,1,361,1600,23,664,10180.47,11150,0,60,10180.47,91,1000,43000,1
63996476,2000,NISSAN,N,0,11,16,,4,3800,10904,35,663,22009,21927,3677,60,18332,84,1493.33,1,0
64045512,1999,PONTIAC,N,0,0,16,,,,,0,647,16221.44,16250,4500,60,11721.44,72,780,23754,1
64071131,1998,CHEVROLET,,1,2,31,,,9998,9998,100,,14329,14250,0,60,14329,101,1333.33,32000,1
64088693,2000,DODGE,N,0,2,12,,,,,0,691,28468.19,31210,500,36,27968.19,90,2400,2,0
64092637,1999,PONTIAC,N,0,15,135,6,4,5377,41110,13,787,15065,18975,0,60,9065,48,2789,26000,1
64125074,1997,JEEP,N,1,32,86,13,6,3167,51300,6,698,16058.5,15675,0,60,15265.96,97,4800,54503,1
64162889,1999,SAAB,N,2,9,72,3,2,4247,8520,50,631,32300,36470,2000,60,30300,83,5816.67,5000,0
64188577,2000,CHEVROLET,N,0,6,87,4,3,8175,17800,46,702,20130.7,18020,0,60,20130.7,112,4000,0,0
64204398,2000,CHEV,N,13,26,136,5,4,3248,3652,89,690,20300,17900,1750,66,18235,102,2966.67,1,0
64233389,1999,NISSAN,N,2,13,27,8,7,12114,7339,165,624,23400,24225,0,60,21500,89,10100,18788,1
64244038,1999,CHEVY,N,0,17,146,3,2,458,16200,3,794,30307,32478,5500,60,24807,76,5833.33,1,1
64256838,1997,PONTIAC,N,12,12,54,,,,,0,661,10100,9500,0,66,9400,99,3208.33,46,1
64289192,1993,FORD,N,7,11,119,5,3,2393,2953,81,629,6990.1,6800,1500,36,5490.1,81,2030.17,57000,1
64310658,1998,PONTIAC,,0,1,45,,,,,0,,16120.46,15750,500,60,15620.46,99,1333,41000,1
64340818,1997,PONT,N,0,9,52,4,1,430,500,86,648,13400,14000,0,60,12400,89,4200,58000,1
64372046,1997,CHEVY,N,7,36,130,4,2,597,16798,4,641,13793,10000,0,60,9993,100,2824.33,35000,1
64429974,2000,FORD,N,2,24,129,6,2,3114,28700,11,704,26024,30925,2582.81,48,23441.19,76,7080,1,0
64433537,1994,FORD,N,2,39,224,11,10,7716,32202,24,656,8414.6,8800,0,36,8414.6,96,800,57314,1
64463020,2000,CHEVY,N,1,13,340,7,5,18057,19800,91,649,24110,20258,3852,66,20258,100,4333.33,1,0
64473116,1995,FORD,N,3,38,212,9,5,10999,34468,32,681,12419.75,13000,0,60,11433.61,88,5908.34,22000,1
64474762,1999,DAEWOO,N,0,22,107,8,7,6297,28233,22,733,16543,16000,0,66,16543,103,2333.33,6623,1
64490575,2000,CHEV,N,0,16,141,4,2,3416,27268,13,757,22152,24155,3000,48,17552,73,5400,1,0
64504474,2000,TOYOTA,N,0,20,219,4,2,2685,33230,8,751,49921.84,57254,0,60,49921.84,90,22916.67,11,0
64522594,1997,PONT,,,,,,,,,0,,11236,10000,1236,60,10000,100,1666.67,99999,1
64528006,1998,HONDA,N,0,11,95,,2,1741,19600,9,747,11882,12000,500,60,11382,95,2958.33,10000,1
64549503,2000,SATURN,Y,22,39,187,5,2,179,3600,5,712,13500,12725,1000,60,12500,98,7750,10,0
64571437,0,,N,0,28,131,6,2,9318,55021,17,726,6995,0,0,60,6995,100,8000,0,0
64637559,2000,TOYOTA,Y,1,16,149,5,2,2053,4593,45,707,16025,16225,0,66,16025,99,2239,1,0
64698878,2000,HYUNDAI,N,8,14,69,,,9998,9998,100,624,22351.36,21141,300,60,22051.36,104,2700,5135,0
64728823,2000,VW,N,0,7,120,,3,6521,22232,29,742,29420,27770,2000,72,27420,99,1600,1,0
64776021,2000,CHRYSLER,Y,13,30,214,3,1,4699,3700,127,615,32395,29900,2495,36,29900,100,7500,1,0
64811794,2000,CHEVROLET,N,1,12,262,3,2,543,2891,19,666,26932,25138,1500,60,23257,93,5000,1,0
64871807,2000,FORD,N,0,17,65,5,3,7724,8646,89,658,41745,47000,1000,60,40745,87,5000,347,1
64900899,1997,TOYOTA,N,0,28,153,,0,0,44390,0,760,12400,12500,0,36,12400,99,3291.67,23649,1
64957828,1996,NISSAN,N,10,18,147,6,1,931,9500,10,622,10746,9775,5000,60,5746,59,3000,48140,1
65022976,1998,CHEVROLET,N,0,33,162,5,1,5813,9900,59,647,14823,13975,700,66,13673,98,0,37700,1
65070187,1998,SATURN,N,1,6,147,,0,0,4400,0,,14800,13000,0,60,12800,98,2200,34000,1
65074073,1996,CUTLASS,N,3,13,128,2,1,830,1330,62,652,10000,7950,2150,60,7850,99,2083.33,75000,1
65075991,1999,OLDSMOBILE,N,0,42,195,6,4,7516,25200,30,718,19000,19355,3500,66,15500,80,2333.33,1,0
65087775,0,,N,0,30,153,6,4,14570,70053,21,673,6422.81,6999,0,60,6422.81,92,4000,0,0
65128717,2000,OLDS,N,0,41,142,7,4,11461,33673,34,606,30270,29500,2000,60,28270,96,3333.33,32480,1
65129593,1994,FORD,Y,3,17,115,8,1,861,1017,85,610,8592,9389,3000,36,5592,60,3000,314120,1
65133398,1997,FORD,N,2,10,111,,1,2885,3009,96,666,8715,8500,1000,60,7715,91,3418,27961,1
65157763,1996,CHRYSLER,N,3,9,130,,,9998,9998,100,621,16491,13000,3491,48,13000,100,2416.67,48000,1
65192843,1997,VW,N,0,2,19,,1,217,1400,16,712,13523.5,12998,1000,60,8725.5,67,2250,42000,1
65194396,2000,DODGE,N,2,8,198,6,3,2020,950,213,660,23370,19870,3570,60,19800,100,2600,1489,0
65205867,1998,DODGE,,,,,,,,,0,,11391,11000,1000,60,10391,94,1740,24000,1
65236157,2000,CHEVY,N,1,49,141,5,1,12846,13000,99,672,37339.81,42190,0,36,37339.81,89,8333.33,1,0
65269791,1999,HONDA,N,0,14,211,3,2,2796,14013,20,767,15000,15000,2000,60,13000,87,2583.33,6000,1
65280802,2000,CHEVROLET,N,0,20,66,16,7,40606,59646,68,665,14768.35,15777.5,2250,60,12518.35,79,4583.33,1,0
65335923,1997,CHEVY,N,1,27,420,9,7,23675,35553,67,662,18893,19000,0,60,18893,99,2333.33,24956,1
65355370,2000,NISSAN,N,2,12,51,4,1,27,6600,0,743,35208.37,28716,1998.08,60,33210.29,116,13333.33,1,0
65449228,1997,OLDS,N,5,28,190,5,4,14994,34472,43,607,21256,18000,0,60,20400,113,2500,36000,1
65470048,1997,CHEVY,N,0,4,20,,3,981,3727,26,695,10600,11000,0,60,10600,96,1560,36000,1
65502809,2000,HONDA,N,0,3,13,,3,1442,1487,97,643,13632,14000,0,60,13632,97,4683,3,0
65577822,1997,OLDS,N,0,13,131,3,1,16,15000,0,792,17250,17000,6000,60,11250,66,3333.33,29000,1
65587313,1997,FORD,N,2,4,35,,0,0,600,0,638,18941.85,18500,2000,54,16941.85,92,2058.33,45590,1
65601321,1993,NISSAN,N,1,12,44,8,4,2345,3827,61,658,8495,13275,0,48,8495,64,4166.67,88150,1
65626121,2000,HONDA,N,3,18,116,5,2,10544,18500,57,628,20800,20375,0,60,19700,97,7083.33,1,0
65684392,2000,SATURN,N,6,25,239,9,7,29460,53767,55,634,17425.12,18050,0,60,18050,100,18000,1,0
65714745,1993,GMC,N,0,20,131,3,1,4109,5900,70,758,17051,16550,0,60,17051,103,1916.67,81148,1
65754270,1999,PORSCHE,N,0,35,121,8,2,844,28793,3,772,64000,65150,0,36,64000,98,20000,8500,1
65768051,2000,CHEVY,N,4,32,193,10,7,42405,81428,52,663,42000,42370,0,60,34000,80,8333.33,1,0
65803528,1999,FORD,N,2,9,40,3,1,704,400,176,560,28624,30000,6000,60,22624,75,1600,23326,1
