region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callwait,forward,confer,ebill,lninc,custcat,churn
Zone 2,13,38,Married,8,104.00,College degree,6,No,Male,7,Yes,No,Yes,Yes,10.25,21.50,0.00,25.75,58.85,160.40,274.00,0.00,325.00,723.35,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.64,Total service,Yes
Zone 3,18,31,Married,12,24.00,Some college,4,No,Male,4,No,No,No,No,12.15,0.00,0.00,0.00,0.00,202.20,0.00,0.00,0.00,0.00,Yes,No,No,No,No,No,No,Yes,3.18,E-service,No
Zone 3,67,42,Married,20,81.00,Some college,20,No,Female,5,Yes,No,Yes,Yes,24.40,41.25,0.00,9.50,36.70,"1,701.00","2,799.45",0.00,615.00,"2,481.65",Yes,Yes,Yes,No,Yes,Yes,Yes,No,4.39,Total service,No
Zone 2,6,24,Unmarried,2,17.00,Did not complete high school,1,No,Male,1,Yes,No,Yes,No,3.25,21.00,0.00,15.25,0.00,29.25,132.20,0.00,45.00,0.00,No,No,No,No,Yes,No,Yes,No,2.83,Plus service,No
Zone 1,25,46,Unmarried,13,45.00,Did not complete high school,12,No,Female,1,Yes,No,No,No,5.40,16.00,0.00,0.00,0.00,155.00,408.05,0.00,0.00,0.00,No,Yes,No,No,Yes,Yes,No,No,3.81,Plus service,No
Zone 2,15,39,Unmarried,19,32.00,High school degree,2,No,Male,1,No,Yes,No,No,3.45,0.00,31.85,0.00,0.00,44.45,0.00,462.75,0.00,0.00,Yes,Yes,No,No,No,No,No,Yes,3.47,E-service,Yes
Zone 3,32,35,Unmarried,12,57.00,College degree,5,No,Male,1,Yes,Yes,No,No,8.60,11.00,30.05,0.00,0.00,259.30,335.15,975.80,0.00,0.00,Yes,No,No,No,No,No,No,No,4.04,E-service,No
Zone 2,22,39,Unmarried,0,63.00,College degree,9,No,Male,1,No,Yes,No,No,6.20,0.00,21.35,0.00,0.00,121.70,0.00,425.25,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,4.14,E-service,Yes
Zone 2,8,22,Unmarried,3,25.00,College degree,0,No,Male,1,Yes,No,Yes,Yes,8.00,32.25,0.00,18.25,19.45,61.55,264.00,0.00,155.00,153.70,No,Yes,No,No,Yes,Yes,Yes,No,3.22,Plus service,No
Zone 1,3,31,Married,4,22.00,Did not complete high school,1,No,Male,2,No,Yes,No,No,3.40,0.00,22.70,0.00,0.00,7.60,0.00,35.45,0.00,0.00,No,No,No,Yes,Yes,No,No,Yes,3.09,Basic service,Yes
Zone 2,32,54,Unmarried,6,155.00,High school degree,20,No,Male,1,No,No,No,No,16.35,0.00,0.00,0.00,0.00,528.50,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,5.04,Basic service,No
Zone 1,49,54,Unmarried,24,30.00,High school degree,5,No,Male,1,No,No,Yes,No,15.50,0.00,0.00,14.25,0.00,754.80,0.00,0.00,625.00,0.00,Yes,No,No,No,No,Yes,No,No,3.40,E-service,No
Zone 2,2,28,Unmarried,7,46.00,Some college,0,No,Female,1,No,No,No,Yes,3.45,0.00,0.00,0.00,15.10,6.55,0.00,0.00,0.00,10.45,Yes,No,Yes,No,Yes,No,Yes,Yes,3.83,Total service,No
Zone 1,39,47,Unmarried,1,68.00,College degree,10,No,Female,2,No,No,No,No,8.30,0.00,0.00,0.00,0.00,308.55,0.00,0.00,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,4.22,E-service,Yes
Zone 1,42,33,Unmarried,2,67.00,High school degree,5,No,Male,2,No,No,Yes,No,6.70,0.00,0.00,25.25,0.00,270.20,0.00,0.00,"1,075.00",0.00,Yes,No,No,No,No,No,Yes,No,4.20,E-service,No
Zone 1,28,36,Unmarried,3,69.00,Some college,2,No,Male,1,Yes,Yes,Yes,Yes,6.05,25.25,41.55,31.75,36.60,153.05,697.05,"1,117.15",835.00,"1,020.95",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,4.23,Total service,No
Zone 2,41,46,Married,14,47.00,High school degree,11,No,Male,5,Yes,Yes,Yes,Yes,6.30,41.25,55.80,20.00,50.95,279.70,"1,665.00","2,197.60",830.00,"1,956.70",Yes,Yes,Yes,No,Yes,Yes,Yes,No,3.85,Total service,No
Zone 3,67,50,Married,31,83.00,High school degree,12,No,Male,2,No,Yes,Yes,No,29.45,0.00,22.65,19.00,0.00,"1,921.55",0.00,"1,515.40","1,240.00",0.00,Yes,No,No,No,No,No,No,Yes,4.42,E-service,No
Zone 1,38,40,Unmarried,15,34.00,High school degree,11,No,Female,1,No,Yes,Yes,No,4.25,0.00,19.80,7.00,0.00,157.60,0.00,779.65,275.00,0.00,Yes,No,No,Yes,No,No,No,No,3.53,E-service,No
Zone 2,18,38,Unmarried,8,45.00,High school degree,2,No,Female,4,Yes,Yes,Yes,Yes,2.70,31.50,36.25,15.00,23.40,45.60,609.20,654.75,270.00,422.50,No,Yes,No,Yes,Yes,Yes,Yes,Yes,3.81,Total service,Yes
Zone 2,6,42,Married,17,29.00,High school degree,2,No,Female,2,Yes,No,Yes,Yes,4.30,25.75,0.00,29.00,31.90,13.40,159.15,0.00,165.00,162.00,No,Yes,Yes,No,Yes,Yes,Yes,No,3.37,Total service,No
Zone 2,4,36,Unmarried,0,21.00,High school degree,1,No,Female,3,No,No,No,No,3.30,0.00,0.00,0.00,0.00,22.10,0.00,0.00,0.00,0.00,No,No,No,No,No,No,Yes,No,3.04,Basic service,No
Zone 1,13,23,Married,3,30.00,Some college,0,No,Female,4,Yes,Yes,No,No,5.15,24.25,28.85,0.00,0.00,53.50,294.55,294.35,0.00,0.00,Yes,Yes,Yes,Yes,No,Yes,Yes,No,3.40,Total service,No
Zone 1,20,35,Unmarried,0,78.00,College degree,7,No,Male,1,No,Yes,No,Yes,5.50,0.00,46.10,0.00,35.25,97.15,0.00,825.45,0.00,701.05,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,4.36,Total service,Yes
Zone 1,34,49,Married,27,61.00,Some college,15,No,Female,2,Yes,No,No,No,12.65,34.25,0.00,0.00,0.00,414.90,"1,119.35",0.00,0.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.11,Plus service,No
Zone 1,46,29,Married,4,90.00,Post-undergraduate degree,3,No,Male,4,Yes,No,Yes,Yes,16.85,40.50,0.00,34.50,39.80,736.45,"1,817.75",0.00,"1,480.00","1,783.15",No,Yes,Yes,Yes,Yes,Yes,Yes,No,4.50,Total service,No
Zone 1,48,41,Unmarried,21,43.00,High school degree,7,No,Male,1,No,No,Yes,No,19.50,0.00,0.00,11.75,0.00,887.70,0.00,0.00,530.00,0.00,Yes,No,No,No,No,No,No,No,3.76,E-service,No
Zone 3,69,61,Married,12,301.00,High school degree,37,No,Male,2,Yes,Yes,Yes,Yes,26.05,36.75,41.85,16.25,38.45,"1,738.15","2,589.30","2,768.85","1,110.00","2,590.20",Yes,Yes,No,No,Yes,Yes,Yes,No,5.71,Plus service,No
Zone 1,32,34,Married,7,32.00,High school degree,15,No,Male,4,No,No,No,No,9.25,0.00,0.00,0.00,0.00,285.75,0.00,0.00,0.00,0.00,No,No,No,No,No,No,Yes,No,3.47,Basic service,No
Zone 1,29,29,Unmarried,9,41.00,High school degree,9,No,Male,2,Yes,Yes,No,No,4.75,23.00,37.45,0.00,0.00,112.00,626.60,"1,010.10",0.00,0.00,Yes,No,No,No,No,Yes,Yes,Yes,3.71,E-service,No
Zone 3,55,52,Unmarried,22,127.00,Did not complete high school,28,No,Female,3,No,No,Yes,No,7.05,0.00,0.00,20.25,0.00,400.55,0.00,0.00,"1,150.00",0.00,Yes,Yes,No,No,No,No,No,Yes,4.84,E-service,No
Zone 3,72,60,Married,36,271.00,Did not complete high school,43,No,Female,2,No,No,Yes,No,21.70,0.00,0.00,52.25,0.00,"1,580.40",0.00,0.00,"3,665.00",0.00,Yes,No,No,No,Yes,Yes,Yes,No,5.60,Plus service,No
Zone 3,29,26,Unmarried,1,32.00,Some college,2,No,Female,1,No,No,Yes,No,3.40,0.00,0.00,15.75,0.00,111.50,0.00,0.00,440.00,0.00,No,Yes,No,No,No,No,Yes,No,3.47,Basic service,Yes
Zone 2,50,25,Married,1,36.00,College degree,2,No,Female,5,No,Yes,Yes,Yes,13.05,0.00,40.60,10.25,40.85,682.20,0.00,"1,928.20",545.00,"1,964.20",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.58,Total service,No
Zone 3,35,50,Married,11,293.00,Some college,21,No,Male,2,No,Yes,No,No,12.25,0.00,23.90,0.00,0.00,416.40,0.00,793.40,0.00,0.00,No,No,No,No,No,No,No,Yes,5.68,Basic service,Yes
Zone 3,11,63,Unmarried,9,41.00,Some college,3,No,Male,1,No,Yes,No,No,4.15,0.00,29.90,0.00,0.00,46.35,0.00,299.65,0.00,0.00,No,No,No,Yes,No,No,No,Yes,3.71,Basic service,Yes
Zone 1,9,29,Unmarried,9,39.00,Some college,5,No,Female,1,No,No,No,No,4.20,0.00,0.00,0.00,0.00,22.00,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,Yes,3.66,Basic service,No
Zone 2,51,48,Unmarried,27,58.00,Did not complete high school,18,No,Male,1,Yes,No,Yes,No,19.20,25.75,0.00,9.25,0.00,964.85,"1,320.05",0.00,390.00,0.00,No,No,No,No,No,Yes,Yes,No,4.06,Plus service,Yes
Zone 1,33,34,Married,2,28.00,Did not complete high school,3,No,Female,3,No,No,No,No,13.40,0.00,0.00,0.00,0.00,438.90,0.00,0.00,0.00,0.00,Yes,No,No,Yes,No,No,No,No,3.33,E-service,No
Zone 1,25,20,Unmarried,0,15.00,High school degree,0,No,Male,2,Yes,No,Yes,No,10.70,23.00,0.00,18.75,0.00,296.75,572.25,0.00,405.00,0.00,No,No,No,No,Yes,Yes,Yes,No,2.71,Plus service,No
Zone 3,31,34,Unmarried,9,105.00,College degree,7,No,Female,4,No,No,Yes,No,6.45,0.00,0.00,5.75,0.00,182.35,0.00,0.00,170.00,0.00,No,No,No,No,Yes,No,Yes,No,4.65,Plus service,No
Zone 2,67,40,Married,10,80.00,College degree,8,No,Female,2,Yes,Yes,Yes,Yes,33.05,21.75,53.55,18.75,48.05,"2,225.15","1,391.60","3,532.10","1,215.00","3,185.35",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.38,Total service,No
Zone 3,55,45,Unmarried,8,36.00,High school degree,9,No,Male,3,Yes,No,Yes,No,25.65,41.75,0.00,11.75,0.00,"1,423.00","2,294.75",0.00,630.00,0.00,Yes,Yes,No,No,Yes,Yes,Yes,No,3.58,Plus service,No
Zone 3,19,50,Unmarried,7,112.00,College degree,3,No,Female,1,No,Yes,Yes,Yes,7.15,0.00,44.80,14.25,46.55,160.20,0.00,817.25,265.00,893.75,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4.72,Total service,No
Zone 1,39,34,Married,11,55.00,College degree,10,No,Female,4,Yes,Yes,Yes,Yes,18.45,33.75,56.95,35.50,47.85,742.50,"1,307.80","2,171.65","1,385.00","1,867.50",No,Yes,Yes,Yes,Yes,Yes,Yes,No,4.01,Total service,No
Zone 2,52,35,Married,8,40.00,College degree,1,No,Male,2,Yes,Yes,Yes,Yes,10.75,33.50,35.30,11.00,44.60,546.65,"1,772.35","1,726.45",615.00,"2,407.15",Yes,Yes,No,No,Yes,Yes,Yes,No,3.69,Plus service,No
Zone 3,55,37,Married,15,23.00,High school degree,0,No,Female,5,Yes,No,Yes,No,12.95,32.50,0.00,26.25,0.00,716.25,"1,783.55",0.00,"1,355.00",0.00,Yes,No,No,No,Yes,Yes,Yes,No,3.14,Plus service,No
Zone 2,25,62,Unmarried,27,28.00,College degree,33,Yes,Female,1,Yes,Yes,Yes,Yes,8.30,14.75,52.00,18.00,47.00,160.40,359.25,"1,183.65",430.00,"1,117.55",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,3.33,Total service,Yes
Zone 3,33,58,Unmarried,12,21.00,High school degree,23,Yes,Female,1,No,No,Yes,No,8.80,0.00,0.00,20.75,0.00,264.05,0.00,0.00,690.00,0.00,No,No,No,No,No,No,No,No,3.04,Basic service,No
Zone 2,48,35,Unmarried,5,63.00,College degree,12,No,Male,2,No,No,Yes,No,13.40,0.00,0.00,27.50,0.00,560.55,0.00,0.00,"1,315.00",0.00,Yes,No,Yes,No,Yes,Yes,Yes,No,4.14,Plus service,Yes
Zone 2,48,31,Married,12,52.00,College degree,3,No,Male,3,Yes,Yes,Yes,Yes,8.15,26.50,50.95,31.75,55.55,364.80,"1,323.50","2,289.70","1,410.00","2,725.30",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.95,Total service,No
Zone 2,49,57,Unmarried,3,189.00,Did not complete high school,31,No,Female,3,No,No,Yes,No,11.00,0.00,0.00,8.75,0.00,476.15,0.00,0.00,405.00,0.00,No,No,No,No,No,No,No,No,5.24,Basic service,No
Zone 3,54,32,Married,0,50.00,Did not complete high school,15,No,Male,3,Yes,Yes,Yes,No,18.15,46.25,49.20,21.25,0.00,958.70,"2,530.90","2,610.60","1,105.00",0.00,No,No,No,No,Yes,Yes,Yes,No,3.91,Plus service,Yes
Zone 1,45,32,Married,9,23.00,Did not complete high school,15,No,Male,4,No,No,No,No,9.85,0.00,0.00,0.00,0.00,469.10,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.14,Basic service,No
Zone 3,4,37,Married,1,33.00,High school degree,15,No,Female,5,No,Yes,No,No,2.45,0.00,21.90,0.00,0.00,19.25,0.00,65.10,0.00,0.00,No,No,No,Yes,No,No,No,Yes,3.50,Basic service,Yes
Zone 3,49,27,Married,3,29.00,Some college,6,No,Female,3,No,Yes,No,No,10.40,0.00,44.00,0.00,0.00,476.45,0.00,"2,096.75",0.00,0.00,Yes,Yes,No,Yes,No,No,No,Yes,3.37,E-service,Yes
Zone 2,23,35,Unmarried,2,96.00,Some college,4,No,Male,1,No,Yes,Yes,Yes,6.40,0.00,37.60,22.75,46.20,160.30,0.00,788.40,450.00,979.25,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.56,Total service,Yes
Zone 2,31,44,Unmarried,23,80.00,Post-undergraduate degree,15,No,Male,1,Yes,Yes,No,No,14.05,9.25,30.35,0.00,0.00,465.20,306.05,916.50,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,4.38,E-service,Yes
Zone 2,55,44,Married,2,68.00,High school degree,15,No,Male,5,Yes,No,Yes,No,6.60,43.50,0.00,29.50,0.00,350.85,"2,423.30",0.00,"1,685.00",0.00,No,No,No,No,Yes,Yes,Yes,No,4.22,Plus service,No
Zone 1,9,28,Unmarried,7,30.00,Did not complete high school,4,No,Female,6,No,No,No,No,4.20,0.00,0.00,0.00,0.00,47.45,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.40,Basic service,No
Zone 2,55,57,Married,25,34.00,High school degree,12,No,Male,3,No,No,Yes,No,14.60,0.00,0.00,29.50,0.00,785.40,0.00,0.00,"1,600.00",0.00,No,No,No,No,No,No,No,No,3.53,Basic service,No
Zone 1,34,30,Unmarried,3,35.00,High school degree,2,No,Female,3,Yes,No,Yes,No,9.05,21.50,0.00,8.00,0.00,333.00,695.95,0.00,275.00,0.00,No,Yes,No,No,Yes,Yes,Yes,Yes,3.56,Plus service,No
Zone 1,10,23,Unmarried,4,36.00,High school degree,1,No,Male,3,Yes,No,Yes,No,8.55,14.75,0.00,22.00,0.00,86.05,142.05,0.00,200.00,0.00,No,No,No,No,Yes,Yes,Yes,No,3.58,Plus service,No
Zone 2,62,76,Unmarried,20,35.00,Some college,18,Yes,Female,1,No,No,Yes,No,17.25,0.00,0.00,17.75,0.00,"1,045.70",0.00,0.00,"1,085.00",0.00,Yes,No,No,No,No,No,No,Yes,3.56,E-service,No
Zone 2,51,36,Unmarried,13,62.00,Some college,9,No,Male,2,Yes,No,Yes,Yes,5.65,36.25,0.00,19.75,40.40,305.75,"1,872.75",0.00,995.00,"2,005.45",Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,4.13,Total service,No
Zone 1,65,48,Unmarried,28,94.00,Did not complete high school,25,No,Male,1,No,No,Yes,No,10.40,0.00,0.00,22.50,0.00,664.65,0.00,0.00,"1,470.00",0.00,Yes,No,No,No,No,No,No,No,4.54,E-service,No
Zone 3,53,33,Unmarried,1,60.00,Did not complete high school,6,No,Male,2,Yes,No,Yes,Yes,17.65,28.50,0.00,41.00,28.55,950.70,"1,502.20",0.00,"2,170.00","1,524.60",No,Yes,Yes,No,Yes,Yes,Yes,No,4.09,Total service,No
Zone 1,23,35,Unmarried,4,118.00,High school degree,11,No,Male,1,No,Yes,No,No,7.90,0.00,30.15,0.00,0.00,196.95,0.00,672.40,0.00,0.00,No,Yes,No,Yes,No,No,No,Yes,4.77,Basic service,Yes
Zone 3,1,30,Unmarried,3,135.00,College degree,3,No,Male,3,Yes,Yes,Yes,No,1.10,5.75,22.80,2.75,0.00,1.10,5.75,22.80,2.75,0.00,No,No,No,Yes,No,No,No,Yes,4.91,Basic service,Yes
Zone 3,66,55,Unmarried,20,80.00,High school degree,24,No,Female,1,Yes,No,Yes,No,14.00,30.75,0.00,14.75,0.00,938.35,"2,128.20",0.00,965.00,0.00,Yes,No,No,No,Yes,Yes,Yes,No,4.38,Plus service,No
Zone 3,8,27,Married,0,21.00,Some college,3,No,Female,2,No,Yes,No,No,3.65,0.00,36.45,0.00,0.00,38.05,0.00,235.75,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,3.04,E-service,No
Zone 3,18,28,Married,3,22.00,Did not complete high school,2,No,Female,5,No,No,Yes,No,3.15,173.00,0.00,9.50,0.00,55.55,0.00,0.00,175.00,0.00,No,No,No,No,No,No,No,No,3.09,Basic service,No
Zone 3,36,32,Married,3,63.00,College degree,7,No,Male,4,No,Yes,Yes,No,6.20,0.00,29.55,12.75,0.00,229.50,0.00,991.35,415.00,0.00,Yes,No,No,Yes,No,No,Yes,No,4.14,E-service,No
Zone 1,13,40,Unmarried,16,142.00,High school degree,18,No,Female,1,No,No,No,No,8.45,0.00,0.00,0.00,0.00,109.85,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,4.96,Basic service,Yes
Zone 3,4,44,Unmarried,15,32.00,Some college,0,No,Female,1,Yes,Yes,Yes,No,2.10,13.75,25.95,8.75,0.00,6.90,44.95,82.25,25.00,0.00,No,Yes,No,Yes,No,Yes,Yes,No,3.47,Plus service,Yes
Zone 3,20,32,Unmarried,10,19.00,Some college,5,No,Male,1,No,Yes,No,No,6.85,0.00,36.05,0.00,0.00,106.50,0.00,701.50,0.00,0.00,Yes,No,No,Yes,No,No,No,Yes,2.94,E-service,No
Zone 1,66,39,Married,12,60.00,College degree,10,No,Male,3,Yes,Yes,Yes,Yes,20.15,39.25,46.30,17.25,36.40,"1,443.75","2,490.65","2,895.25","1,055.00","2,322.20",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,4.09,Total service,No
Zone 3,67,47,Married,7,97.00,Did not complete high school,23,No,Male,4,No,No,Yes,No,22.40,0.00,0.00,18.50,0.00,"1,464.90",0.00,0.00,"1,225.00",0.00,No,No,No,No,Yes,Yes,Yes,No,4.57,Plus service,No
Zone 1,11,24,Married,0,31.00,High school degree,3,No,Female,4,Yes,Yes,Yes,Yes,5.40,16.00,39.20,13.75,33.55,83.15,189.45,422.80,140.00,331.65,No,Yes,Yes,Yes,Yes,Yes,No,Yes,3.43,Total service,Yes
Zone 1,6,26,Unmarried,7,30.00,Some college,1,No,Female,2,No,Yes,No,No,6.35,0.00,19.75,0.00,0.00,30.80,0.00,109.25,0.00,0.00,No,No,No,Yes,No,No,No,No,3.40,Basic service,Yes
Zone 2,13,23,Married,4,31.00,Did not complete high school,5,No,Female,4,No,Yes,No,Yes,4.60,0.00,35.45,0.00,27.70,54.85,0.00,398.95,0.00,339.75,No,Yes,Yes,Yes,No,No,No,Yes,3.43,Basic service,No
Zone 2,2,29,Married,3,44.00,High school degree,9,No,Female,6,Yes,Yes,Yes,Yes,2.10,16.25,43.20,12.25,33.60,5.10,31.30,47.05,5.00,24.20,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.78,Total service,Yes
Zone 1,4,40,Unmarried,12,38.00,High school degree,5,No,Male,1,No,No,Yes,No,8.15,0.00,0.00,12.00,0.00,32.25,0.00,0.00,25.00,0.00,No,No,No,No,No,No,No,No,3.64,Basic service,No
Zone 1,34,63,Married,10,23.00,High school degree,0,No,Female,2,Yes,Yes,Yes,Yes,14.30,19.50,39.60,15.25,28.95,459.05,616.50,"1,396.30",495.00,984.10,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.14,Total service,No
Zone 1,13,34,Married,6,37.00,Some college,6,No,Male,4,No,No,No,No,6.85,0.00,0.00,0.00,0.00,102.50,0.00,0.00,0.00,0.00,No,No,No,No,Yes,No,Yes,No,3.61,Plus service,No
Zone 2,37,40,Married,14,26.00,High school degree,0,No,Male,5,No,No,Yes,No,18.90,0.00,0.00,12.00,0.00,653.15,0.00,0.00,470.00,0.00,Yes,No,No,No,No,No,No,Yes,3.26,E-service,No
Zone 1,45,30,Married,8,38.00,High school degree,5,No,Male,6,No,No,Yes,No,12.75,0.00,0.00,23.75,0.00,622.15,0.00,0.00,"1,015.00",0.00,Yes,No,No,No,Yes,Yes,Yes,No,3.64,Plus service,No
Zone 2,71,70,Unmarried,30,153.00,Some college,34,Yes,Female,1,Yes,No,Yes,Yes,30.55,46.25,0.00,26.25,46.70,"2,291.10","3,114.95",0.00,"1,805.00","3,292.65",Yes,No,No,No,Yes,Yes,Yes,No,5.03,Plus service,No
Zone 1,35,40,Unmarried,5,49.00,Did not complete high school,20,No,Female,1,No,No,No,No,3.40,0.00,0.00,0.00,0.00,107.85,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,3.89,Basic service,No
Zone 3,44,41,Unmarried,21,51.00,Some college,7,No,Male,1,No,Yes,Yes,No,4.95,0.00,31.55,10.75,0.00,203.65,0.00,"1,301.85",460.00,0.00,No,No,No,Yes,No,No,No,Yes,3.93,Basic service,No
Zone 3,44,45,Married,19,88.00,Did not complete high school,21,No,Male,2,Yes,No,Yes,No,11.90,25.25,0.00,8.25,0.00,524.25,"1,108.40",0.00,305.00,0.00,Yes,No,No,No,Yes,Yes,Yes,No,4.48,Plus service,No
Zone 1,26,41,Married,20,19.00,Did not complete high school,0,No,Female,6,No,No,No,No,5.45,0.00,0.00,0.00,0.00,165.40,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,2.94,Basic service,No
Zone 2,42,46,Married,9,31.00,Did not complete high school,12,No,Female,3,No,No,Yes,No,5.90,0.00,0.00,23.00,0.00,277.65,0.00,0.00,945.00,0.00,No,No,No,No,No,No,Yes,No,3.43,Basic service,No
Zone 2,41,47,Married,6,90.00,High school degree,19,No,Male,3,No,Yes,Yes,No,6.70,0.00,20.20,31.25,0.00,251.35,0.00,825.15,"1,240.00",0.00,No,No,No,Yes,No,No,No,No,4.50,Basic service,Yes
Zone 1,31,24,Married,3,14.00,Did not complete high school,0,No,Male,4,No,No,No,No,7.20,0.00,0.00,0.00,0.00,231.75,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,No,2.64,Basic service,No
Zone 3,62,63,Unmarried,43,341.00,High school degree,30,No,Male,1,No,No,Yes,No,14.60,0.00,0.00,14.25,0.00,912.40,0.00,0.00,845.00,0.00,No,Yes,No,Yes,Yes,No,Yes,No,5.83,Plus service,Yes
Zone 1,12,23,Married,2,24.00,College degree,0,No,Female,8,Yes,No,Yes,Yes,3.20,41.00,0.00,15.75,35.40,35.50,502.00,0.00,210.00,373.00,No,Yes,Yes,Yes,Yes,Yes,Yes,No,3.18,Total service,No
Zone 2,45,49,Married,27,81.00,High school degree,7,No,Female,4,Yes,No,Yes,No,13.85,50.50,0.00,21.00,0.00,583.10,"2,284.25",0.00,935.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.39,Plus service,No
Zone 1,47,34,Married,4,63.00,High school degree,13,No,Female,4,No,No,Yes,No,18.95,0.00,0.00,30.50,0.00,880.75,0.00,0.00,"1,395.00",0.00,No,No,No,No,No,No,No,No,4.14,Basic service,No
Zone 2,23,22,Married,1,27.00,Did not complete high school,4,No,Male,5,Yes,No,Yes,No,7.90,23.00,0.00,15.75,0.00,210.85,515.80,0.00,345.00,0.00,Yes,No,No,No,Yes,Yes,No,No,3.30,Plus service,No
Zone 3,39,34,Unmarried,4,20.00,Post-undergraduate degree,3,No,Female,1,Yes,Yes,Yes,Yes,9.55,21.25,59.20,10.00,79.20,375.40,872.50,"2,361.90",385.00,"2,973.00",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.00,Total service,No
Zone 2,19,26,Unmarried,2,48.00,Some college,0,No,Male,2,No,No,Yes,No,7.55,0.00,0.00,6.50,0.00,156.15,0.00,0.00,105.00,0.00,No,Yes,No,No,Yes,Yes,No,No,3.87,Plus service,No
Zone 1,13,54,Unmarried,12,121.00,College degree,23,No,Male,1,No,No,No,No,7.30,0.00,0.00,0.00,0.00,102.40,0.00,0.00,0.00,0.00,No,No,No,No,No,Yes,Yes,No,4.80,Plus service,No
Zone 2,5,33,Unmarried,6,39.00,Some college,4,No,Male,3,Yes,Yes,No,No,2.10,19.50,27.45,0.00,0.00,5.20,81.15,103.45,0.00,0.00,Yes,No,Yes,No,Yes,Yes,Yes,Yes,3.66,Total service,Yes
Zone 2,11,19,Unmarried,0,21.00,High school degree,0,No,Male,1,No,No,No,No,3.60,0.00,0.00,0.00,0.00,35.40,0.00,0.00,0.00,0.00,No,No,No,No,No,No,No,Yes,3.04,Basic service,Yes
Zone 3,4,32,Unmarried,2,53.00,College degree,5,No,Male,1,Yes,Yes,No,No,7.00,11.00,26.25,0.00,0.00,29.20,56.45,90.75,0.00,0.00,No,No,Yes,No,No,No,No,Yes,3.97,Basic service,Yes
Zone 3,17,42,Unmarried,8,58.00,Did not complete high school,23,No,Male,1,No,Yes,No,No,5.05,0.00,28.65,0.00,0.00,85.05,0.00,523.05,0.00,0.00,Yes,Yes,No,Yes,Yes,No,No,No,4.06,E-service,Yes
Zone 2,7,27,Unmarried,3,39.00,Some college,2,No,Male,1,No,No,No,No,3.55,0.00,0.00,0.00,0.00,19.70,0.00,0.00,0.00,0.00,No,No,No,No,No,Yes,No,No,3.66,Basic service,Yes
Zone 1,19,65,Unmarried,3,108.00,Did not complete high school,33,No,Male,3,Yes,No,Yes,No,5.95,21.50,0.00,11.25,0.00,117.55,423.60,0.00,190.00,0.00,No,No,No,No,Yes,Yes,Yes,No,4.68,Plus service,No
Zone 2,32,34,Married,0,38.00,Did not complete high school,10,No,Male,4,No,No,Yes,No,7.35,0.00,0.00,19.25,0.00,217.45,0.00,0.00,600.00,0.00,Yes,No,No,No,No,No,No,Yes,3.64,E-service,No
Zone 2,53,51,Unmarried,31,245.00,College degree,0,No,Male,1,Yes,No,Yes,No,18.45,28.25,0.00,11.00,0.00,961.75,"1,535.25",0.00,570.00,0.00,Yes,No,No,No,No,No,Yes,No,5.50,E-service,No
Zone 1,51,38,Unmarried,19,51.00,Did not complete high school,18,No,Female,1,Yes,No,Yes,No,11.70,26.00,0.00,23.25,0.00,577.10,"1,267.20",0.00,"1,195.00",0.00,No,Yes,No,No,Yes,Yes,Yes,No,3.93,Plus service,No
Zone 1,35,34,Unmarried,7,78.00,College degree,10,No,Female,1,No,No,Yes,No,13.90,0.00,0.00,4.50,0.00,556.20,0.00,0.00,135.00,0.00,No,No,No,No,No,No,No,No,4.36,Basic service,No
